LinearShuntCompensator cap2 n611 C _B2D1F8E7-90DF-4773-8703-549946B9DEC9 _4133D734-968F-462B-9433-F3F3C2C20130
LinearShuntCompensator cap1 n675 A _DAA4F642-744B-49D3-A689-E40BA4676FEA _6E23D362-5A29-45FB-BD24-26992A5A2124
LinearShuntCompensator cap1 n675 B _DAA4F642-744B-49D3-A689-E40BA4676FEA _6E23D362-5A29-45FB-BD24-26992A5A2124
LinearShuntCompensator cap1 n675 C _DAA4F642-744B-49D3-A689-E40BA4676FEA _6E23D362-5A29-45FB-BD24-26992A5A2124
PowerTransformer RatioTapChanger Reg 2 rg60 A _6D2E888E-3BEA-4AEA-B3AC-A91D4CAC55A6 _CDC5C099-5058-42AD-981F-57DD5F5D2655
PowerElectronicsConnection BatteryUnit DER_684_c_31 DER_684_c_31 tlx_684_c_h_31 s1 _5EE2478A-FAC7-4C46-9C08-BAA60CBF3EBF _6EDFC6AD-16C2-45C6-A833-C0115E997664
PowerElectronicsConnection BatteryUnit DER_684_c_31 DER_684_c_31 tlx_684_c_h_31 s2 _5EE2478A-FAC7-4C46-9C08-BAA60CBF3EBF _6EDFC6AD-16C2-45C6-A833-C0115E997664
PowerElectronicsConnection BatteryUnit DER_684_c_32 DER_684_c_32 tlx_684_c_h_32 SoC _270041D8-4BD9-43B1-8AA3-57198F741B27 _838ADD6E-76E0-4B71-BDDE-C0952E036260
PowerElectronicsConnection BatteryUnit DER_684_c_32 DER_684_c_32 tlx_684_c_h_32 s1 _270041D8-4BD9-43B1-8AA3-57198F741B27 _838ADD6E-76E0-4B71-BDDE-C0952E036260
PowerElectronicsConnection BatteryUnit DER_684_c_32 DER_684_c_32 tlx_684_c_h_32 s2 _270041D8-4BD9-43B1-8AA3-57198F741B27 _838ADD6E-76E0-4B71-BDDE-C0952E036260
PowerElectronicsConnection BatteryUnit DER_684_c_33 DER_684_c_33 tlx_684_c_h_33 SoC _0ADEFEFE-EDEC-4739-92A9-158AE47256EF _57BDA2A5-1EFB-43C9-AFA3-A3E1854EFF94
PowerElectronicsConnection BatteryUnit DER_684_c_33 DER_684_c_33 tlx_684_c_h_33 s1 _0ADEFEFE-EDEC-4739-92A9-158AE47256EF _57BDA2A5-1EFB-43C9-AFA3-A3E1854EFF94
PowerElectronicsConnection BatteryUnit DER_684_c_33 DER_684_c_33 tlx_684_c_h_33 s2 _0ADEFEFE-EDEC-4739-92A9-158AE47256EF _57BDA2A5-1EFB-43C9-AFA3-A3E1854EFF94
PowerElectronicsConnection BatteryUnit DER_684_c_34 DER_684_c_34 tlx_684_c_h_34 SoC _1CB2EDA9-9097-4F0B-A6BF-F14062D4A393 _2EBF259F-059F-4A62-B5D5-685B01C91B8E
PowerElectronicsConnection BatteryUnit DER_684_c_34 DER_684_c_34 tlx_684_c_h_34 s1 _1CB2EDA9-9097-4F0B-A6BF-F14062D4A393 _2EBF259F-059F-4A62-B5D5-685B01C91B8E
PowerElectronicsConnection BatteryUnit DER_684_c_34 DER_684_c_34 tlx_684_c_h_34 s2 _1CB2EDA9-9097-4F0B-A6BF-F14062D4A393 _2EBF259F-059F-4A62-B5D5-685B01C91B8E
PowerElectronicsConnection BatteryUnit DER_684_c_35 DER_684_c_35 tlx_684_c_h_35 SoC _37C3D3E4-B04D-4B67-8148-D03CF4E63F14 _396D36DD-167A-44A1-BFF2-DA81C1A49884
PowerElectronicsConnection BatteryUnit DER_684_c_35 DER_684_c_35 tlx_684_c_h_35 s1 _37C3D3E4-B04D-4B67-8148-D03CF4E63F14 _396D36DD-167A-44A1-BFF2-DA81C1A49884
PowerElectronicsConnection BatteryUnit DER_684_c_35 DER_684_c_35 tlx_684_c_h_35 s2 _37C3D3E4-B04D-4B67-8148-D03CF4E63F14 _396D36DD-167A-44A1-BFF2-DA81C1A49884
PowerElectronicsConnection BatteryUnit DER_684_c_36 DER_684_c_36 tlx_684_c_h_36 SoC _F7818685-E173-4A03-9F63-BC3B9B2ADE83 _8BEE7EA5-DD7D-4F16-8474-A3751AA68633
PowerElectronicsConnection BatteryUnit DER_684_c_36 DER_684_c_36 tlx_684_c_h_36 s1 _F7818685-E173-4A03-9F63-BC3B9B2ADE83 _8BEE7EA5-DD7D-4F16-8474-A3751AA68633
PowerElectronicsConnection BatteryUnit DER_684_c_36 DER_684_c_36 tlx_684_c_h_36 s2 _F7818685-E173-4A03-9F63-BC3B9B2ADE83 _8BEE7EA5-DD7D-4F16-8474-A3751AA68633
PowerElectronicsConnection BatteryUnit DER_684_c_37 DER_684_c_37 tlx_684_c_h_37 SoC _A8AC6EF6-7D30-48E5-B5F2-9AD1AAD35967 _CED30BD8-9A32-43F5-B922-08E5E08203D5
PowerElectronicsConnection BatteryUnit DER_684_c_37 DER_684_c_37 tlx_684_c_h_37 s1 _A8AC6EF6-7D30-48E5-B5F2-9AD1AAD35967 _CED30BD8-9A32-43F5-B922-08E5E08203D5
PowerElectronicsConnection BatteryUnit DER_684_c_37 DER_684_c_37 tlx_684_c_h_37 s2 _A8AC6EF6-7D30-48E5-B5F2-9AD1AAD35967 _CED30BD8-9A32-43F5-B922-08E5E08203D5
PowerElectronicsConnection BatteryUnit DER_684_c_38 DER_684_c_38 tlx_684_c_h_38 SoC _B8AD627E-D3A6-4ACB-98F1-658ABA873CDB _B4174E4F-D6B4-4868-9691-3B75DE152258
PowerElectronicsConnection BatteryUnit DER_684_c_38 DER_684_c_38 tlx_684_c_h_38 s1 _B8AD627E-D3A6-4ACB-98F1-658ABA873CDB _B4174E4F-D6B4-4868-9691-3B75DE152258
PowerElectronicsConnection BatteryUnit DER_684_c_38 DER_684_c_38 tlx_684_c_h_38 s2 _B8AD627E-D3A6-4ACB-98F1-658ABA873CDB _B4174E4F-D6B4-4868-9691-3B75DE152258
PowerElectronicsConnection BatteryUnit DER_684_c_39 DER_684_c_39 tlx_684_c_h_39 SoC _BFB3D231-7D02-4BE4-8766-5A2CCE388828 _5CE29950-8DB4-4421-A36F-02BE6CBD0F03
PowerElectronicsConnection BatteryUnit DER_684_c_39 DER_684_c_39 tlx_684_c_h_39 s1 _BFB3D231-7D02-4BE4-8766-5A2CCE388828 _5CE29950-8DB4-4421-A36F-02BE6CBD0F03
PowerElectronicsConnection BatteryUnit DER_684_c_39 DER_684_c_39 tlx_684_c_h_39 s2 _BFB3D231-7D02-4BE4-8766-5A2CCE388828 _5CE29950-8DB4-4421-A36F-02BE6CBD0F03
PowerElectronicsConnection BatteryUnit DER_684_c_4 DER_684_c_4 tlx_684_c_h_4 SoC _04BC3B06-4CEB-43E4-8161-3A643CDC8089 _D3FA0771-C3D6-47FA-B4DC-ED3E5E68D1F8
PowerElectronicsConnection BatteryUnit DER_684_c_4 DER_684_c_4 tlx_684_c_h_4 s1 _04BC3B06-4CEB-43E4-8161-3A643CDC8089 _D3FA0771-C3D6-47FA-B4DC-ED3E5E68D1F8
PowerElectronicsConnection BatteryUnit DER_684_c_4 DER_684_c_4 tlx_684_c_h_4 s2 _04BC3B06-4CEB-43E4-8161-3A643CDC8089 _D3FA0771-C3D6-47FA-B4DC-ED3E5E68D1F8
PowerElectronicsConnection BatteryUnit DER_684_c_40 DER_684_c_40 tlx_684_c_h_40 SoC _FF11521F-C84D-4996-BC07-61143B43163D _6DA87D83-A145-4DC9-8075-4CB20E6C633C
PowerElectronicsConnection BatteryUnit DER_684_c_40 DER_684_c_40 tlx_684_c_h_40 s1 _FF11521F-C84D-4996-BC07-61143B43163D _6DA87D83-A145-4DC9-8075-4CB20E6C633C
PowerElectronicsConnection BatteryUnit DER_684_c_40 DER_684_c_40 tlx_684_c_h_40 s2 _FF11521F-C84D-4996-BC07-61143B43163D _6DA87D83-A145-4DC9-8075-4CB20E6C633C
PowerElectronicsConnection BatteryUnit DER_684_c_5 DER_684_c_5 tlx_684_c_h_5 SoC _93C1B6BA-4CF5-493C-8E90-D32C01518934 _DFBE8710-1C41-4E2F-ACB3-B814349158C9
PowerElectronicsConnection BatteryUnit DER_684_c_5 DER_684_c_5 tlx_684_c_h_5 s1 _93C1B6BA-4CF5-493C-8E90-D32C01518934 _DFBE8710-1C41-4E2F-ACB3-B814349158C9
PowerElectronicsConnection BatteryUnit DER_684_c_5 DER_684_c_5 tlx_684_c_h_5 s2 _93C1B6BA-4CF5-493C-8E90-D32C01518934 _DFBE8710-1C41-4E2F-ACB3-B814349158C9
PowerElectronicsConnection BatteryUnit DER_684_c_6 DER_684_c_6 tlx_684_c_h_6 SoC _A9EF1C6E-6A01-411D-9DEB-A9E00621002D _77576EEE-82D8-4067-8DD1-84706A8FE858
PowerElectronicsConnection BatteryUnit DER_684_c_6 DER_684_c_6 tlx_684_c_h_6 s1 _A9EF1C6E-6A01-411D-9DEB-A9E00621002D _77576EEE-82D8-4067-8DD1-84706A8FE858
PowerElectronicsConnection BatteryUnit DER_684_c_6 DER_684_c_6 tlx_684_c_h_6 s2 _A9EF1C6E-6A01-411D-9DEB-A9E00621002D _77576EEE-82D8-4067-8DD1-84706A8FE858
PowerElectronicsConnection BatteryUnit DER_684_c_7 DER_684_c_7 tlx_684_c_h_7 SoC _75A492D9-5E18-453F-B3F1-52B3B769E31D _CFDF407A-F524-474B-B285-3B7ED3849829
PowerElectronicsConnection BatteryUnit DER_684_c_7 DER_684_c_7 tlx_684_c_h_7 s1 _75A492D9-5E18-453F-B3F1-52B3B769E31D _CFDF407A-F524-474B-B285-3B7ED3849829
PowerElectronicsConnection BatteryUnit DER_684_c_7 DER_684_c_7 tlx_684_c_h_7 s2 _75A492D9-5E18-453F-B3F1-52B3B769E31D _CFDF407A-F524-474B-B285-3B7ED3849829
PowerElectronicsConnection BatteryUnit DER_684_c_8 DER_684_c_8 tlx_684_c_h_8 SoC _96DCD84E-1EA9-4D66-9D40-E1509C1AB1E4 _E254C35C-C9DB-429E-A027-B8BEE6EF577A
PowerElectronicsConnection BatteryUnit DER_684_c_8 DER_684_c_8 tlx_684_c_h_8 s1 _96DCD84E-1EA9-4D66-9D40-E1509C1AB1E4 _E254C35C-C9DB-429E-A027-B8BEE6EF577A
PowerElectronicsConnection BatteryUnit DER_684_c_8 DER_684_c_8 tlx_684_c_h_8 s2 _96DCD84E-1EA9-4D66-9D40-E1509C1AB1E4 _E254C35C-C9DB-429E-A027-B8BEE6EF577A
PowerElectronicsConnection BatteryUnit DER_684_c_9 DER_684_c_9 tlx_684_c_h_9 SoC _AC2A549C-15CC-4B35-9C11-029F1E1AD73C _47DFBC82-57B6-4D88-8869-E4511F675596
PowerElectronicsConnection BatteryUnit DER_684_c_9 DER_684_c_9 tlx_684_c_h_9 s1 _AC2A549C-15CC-4B35-9C11-029F1E1AD73C _47DFBC82-57B6-4D88-8869-E4511F675596
PowerElectronicsConnection BatteryUnit DER_684_c_9 DER_684_c_9 tlx_684_c_h_9 s2 _AC2A549C-15CC-4B35-9C11-029F1E1AD73C _47DFBC82-57B6-4D88-8869-E4511F675596
PowerElectronicsConnection BatteryUnit DER_692_a_1 DER_692_a_1 tlx_692_a_h_1 SoC _DE5C9FFC-869E-4B11-AA33-F826F94CB023 _2D1F4029-E3F6-46A0-A156-881D46E4A2B6
PowerElectronicsConnection BatteryUnit DER_692_a_1 DER_692_a_1 tlx_692_a_h_1 s1 _DE5C9FFC-869E-4B11-AA33-F826F94CB023 _2D1F4029-E3F6-46A0-A156-881D46E4A2B6
PowerElectronicsConnection BatteryUnit DER_692_a_1 DER_692_a_1 tlx_692_a_h_1 s2 _DE5C9FFC-869E-4B11-AA33-F826F94CB023 _2D1F4029-E3F6-46A0-A156-881D46E4A2B6
PowerElectronicsConnection BatteryUnit DER_692_a_10 DER_692_a_10 tlx_692_a_h_10 SoC _F97DBD22-E1B5-42E2-8C19-3F3604F90981 _C5EAB47E-E184-4A26-8273-64EAEA8CA4C1
PowerElectronicsConnection BatteryUnit DER_692_a_10 DER_692_a_10 tlx_692_a_h_10 s1 _F97DBD22-E1B5-42E2-8C19-3F3604F90981 _C5EAB47E-E184-4A26-8273-64EAEA8CA4C1
PowerElectronicsConnection BatteryUnit DER_692_a_10 DER_692_a_10 tlx_692_a_h_10 s2 _F97DBD22-E1B5-42E2-8C19-3F3604F90981 _C5EAB47E-E184-4A26-8273-64EAEA8CA4C1
PowerElectronicsConnection BatteryUnit DER_692_a_11 DER_692_a_11 tlx_692_a_h_11 SoC _823F1AF5-1DD3-4891-A71A-1E289C2681AB _03D358C2-0C5C-46C4-A140-487C13B5F833
PowerElectronicsConnection BatteryUnit DER_692_a_11 DER_692_a_11 tlx_692_a_h_11 s1 _823F1AF5-1DD3-4891-A71A-1E289C2681AB _03D358C2-0C5C-46C4-A140-487C13B5F833
PowerElectronicsConnection BatteryUnit DER_692_a_11 DER_692_a_11 tlx_692_a_h_11 s2 _823F1AF5-1DD3-4891-A71A-1E289C2681AB _03D358C2-0C5C-46C4-A140-487C13B5F833
PowerElectronicsConnection BatteryUnit DER_692_a_12 DER_692_a_12 tlx_692_a_h_12 SoC _1CDDE548-689E-430C-ACCC-96E1C3BFB361 _51CC3879-2C2F-4E3F-8325-DEF10F863EA8
PowerElectronicsConnection BatteryUnit DER_692_a_12 DER_692_a_12 tlx_692_a_h_12 s1 _1CDDE548-689E-430C-ACCC-96E1C3BFB361 _51CC3879-2C2F-4E3F-8325-DEF10F863EA8
PowerElectronicsConnection BatteryUnit DER_692_a_12 DER_692_a_12 tlx_692_a_h_12 s2 _1CDDE548-689E-430C-ACCC-96E1C3BFB361 _51CC3879-2C2F-4E3F-8325-DEF10F863EA8
PowerElectronicsConnection BatteryUnit DER_692_a_13 DER_692_a_13 tlx_692_a_h_13 SoC _8C40A142-848F-4B4F-B28A-8F86F3DAD18F _67D8D1E9-1F86-42B5-BDD6-9B8A2D24E77D
PowerElectronicsConnection BatteryUnit DER_692_a_13 DER_692_a_13 tlx_692_a_h_13 s1 _8C40A142-848F-4B4F-B28A-8F86F3DAD18F _67D8D1E9-1F86-42B5-BDD6-9B8A2D24E77D
PowerElectronicsConnection BatteryUnit DER_692_a_13 DER_692_a_13 tlx_692_a_h_13 s2 _8C40A142-848F-4B4F-B28A-8F86F3DAD18F _67D8D1E9-1F86-42B5-BDD6-9B8A2D24E77D
PowerElectronicsConnection BatteryUnit DER_692_a_14 DER_692_a_14 tlx_692_a_h_14 SoC _C6CDCA84-8982-4215-B7B7-9CCCF137AD44 _6D9D4060-2FEA-4F14-810A-B9E136FAA016
PowerElectronicsConnection BatteryUnit DER_692_a_14 DER_692_a_14 tlx_692_a_h_14 s1 _C6CDCA84-8982-4215-B7B7-9CCCF137AD44 _6D9D4060-2FEA-4F14-810A-B9E136FAA016
PowerElectronicsConnection BatteryUnit DER_692_a_14 DER_692_a_14 tlx_692_a_h_14 s2 _C6CDCA84-8982-4215-B7B7-9CCCF137AD44 _6D9D4060-2FEA-4F14-810A-B9E136FAA016
PowerElectronicsConnection BatteryUnit DER_692_a_15 DER_692_a_15 tlx_692_a_h_15 SoC _1FECD75A-D31F-4ADE-A7BC-D52074B82058 _5550A991-3335-46BF-9715-449278135E00
PowerElectronicsConnection BatteryUnit DER_692_a_15 DER_692_a_15 tlx_692_a_h_15 s1 _1FECD75A-D31F-4ADE-A7BC-D52074B82058 _5550A991-3335-46BF-9715-449278135E00
PowerElectronicsConnection BatteryUnit DER_692_a_15 DER_692_a_15 tlx_692_a_h_15 s2 _1FECD75A-D31F-4ADE-A7BC-D52074B82058 _5550A991-3335-46BF-9715-449278135E00
PowerElectronicsConnection BatteryUnit DER_692_a_16 DER_692_a_16 tlx_692_a_h_16 SoC _0D1450B6-0BF5-419F-AEE2-C2539E592F16 _8078B729-B2F3-4DA6-A496-FC06C1194873
PowerElectronicsConnection BatteryUnit DER_692_a_16 DER_692_a_16 tlx_692_a_h_16 s1 _0D1450B6-0BF5-419F-AEE2-C2539E592F16 _8078B729-B2F3-4DA6-A496-FC06C1194873
PowerElectronicsConnection BatteryUnit DER_692_a_16 DER_692_a_16 tlx_692_a_h_16 s2 _0D1450B6-0BF5-419F-AEE2-C2539E592F16 _8078B729-B2F3-4DA6-A496-FC06C1194873
PowerElectronicsConnection BatteryUnit DER_692_a_17 DER_692_a_17 tlx_692_a_h_17 SoC _93DDDD37-2104-4928-ACD4-BE567F050684 _95547572-08C0-4946-B071-EB40292BB228
PowerElectronicsConnection BatteryUnit DER_692_a_17 DER_692_a_17 tlx_692_a_h_17 s1 _93DDDD37-2104-4928-ACD4-BE567F050684 _95547572-08C0-4946-B071-EB40292BB228
PowerElectronicsConnection BatteryUnit DER_692_a_17 DER_692_a_17 tlx_692_a_h_17 s2 _93DDDD37-2104-4928-ACD4-BE567F050684 _95547572-08C0-4946-B071-EB40292BB228
PowerElectronicsConnection BatteryUnit DER_692_a_18 DER_692_a_18 tlx_692_a_h_18 SoC _8CE7428D-AB2B-4D17-8C02-5190B7FC67AA _AEE6BD52-1D32-49EE-8EF9-E0CC687A5CEB
PowerElectronicsConnection BatteryUnit DER_692_a_18 DER_692_a_18 tlx_692_a_h_18 s1 _8CE7428D-AB2B-4D17-8C02-5190B7FC67AA _AEE6BD52-1D32-49EE-8EF9-E0CC687A5CEB
PowerElectronicsConnection BatteryUnit DER_692_a_18 DER_692_a_18 tlx_692_a_h_18 s2 _8CE7428D-AB2B-4D17-8C02-5190B7FC67AA _AEE6BD52-1D32-49EE-8EF9-E0CC687A5CEB
PowerElectronicsConnection BatteryUnit DER_692_a_19 DER_692_a_19 tlx_692_a_h_19 SoC _43FF3C9D-98DC-4A51-A8BF-EE263B067015 _B85C86F7-3871-4895-A245-B692AC070ED6
PowerElectronicsConnection BatteryUnit DER_692_a_19 DER_692_a_19 tlx_692_a_h_19 s1 _43FF3C9D-98DC-4A51-A8BF-EE263B067015 _B85C86F7-3871-4895-A245-B692AC070ED6
PowerElectronicsConnection BatteryUnit DER_692_a_19 DER_692_a_19 tlx_692_a_h_19 s2 _43FF3C9D-98DC-4A51-A8BF-EE263B067015 _B85C86F7-3871-4895-A245-B692AC070ED6
PowerElectronicsConnection BatteryUnit DER_692_a_2 DER_692_a_2 tlx_692_a_h_2 SoC _7B9B1BAA-529A-43B3-8D15-67D4FD7638A1 _C6B86276-5B9D-4C62-A53F-89725AEE6DB5
PowerElectronicsConnection BatteryUnit DER_692_a_2 DER_692_a_2 tlx_692_a_h_2 s1 _7B9B1BAA-529A-43B3-8D15-67D4FD7638A1 _C6B86276-5B9D-4C62-A53F-89725AEE6DB5
PowerElectronicsConnection BatteryUnit DER_692_a_2 DER_692_a_2 tlx_692_a_h_2 s2 _7B9B1BAA-529A-43B3-8D15-67D4FD7638A1 _C6B86276-5B9D-4C62-A53F-89725AEE6DB5
PowerElectronicsConnection BatteryUnit DER_692_a_20 DER_692_a_20 tlx_692_a_h_20 SoC _5E061CDC-66FA-4CD4-A15E-0415CC442F5C _88CEA2A7-E0AB-4239-BE67-8ECCB3BEAA98
PowerElectronicsConnection BatteryUnit DER_692_a_20 DER_692_a_20 tlx_692_a_h_20 s1 _5E061CDC-66FA-4CD4-A15E-0415CC442F5C _88CEA2A7-E0AB-4239-BE67-8ECCB3BEAA98
PowerElectronicsConnection BatteryUnit DER_692_a_20 DER_692_a_20 tlx_692_a_h_20 s2 _5E061CDC-66FA-4CD4-A15E-0415CC442F5C _88CEA2A7-E0AB-4239-BE67-8ECCB3BEAA98
PowerElectronicsConnection BatteryUnit DER_692_a_21 DER_692_a_21 tlx_692_a_h_21 SoC _E2326332-A8A9-4C2C-BAAB-6D051DDF7485 _732360ED-9D8F-4FED-8062-EE48D2A26DAE
PowerElectronicsConnection BatteryUnit DER_692_a_21 DER_692_a_21 tlx_692_a_h_21 s1 _E2326332-A8A9-4C2C-BAAB-6D051DDF7485 _732360ED-9D8F-4FED-8062-EE48D2A26DAE
PowerElectronicsConnection BatteryUnit DER_692_a_21 DER_692_a_21 tlx_692_a_h_21 s2 _E2326332-A8A9-4C2C-BAAB-6D051DDF7485 _732360ED-9D8F-4FED-8062-EE48D2A26DAE
PowerElectronicsConnection BatteryUnit DER_692_a_22 DER_692_a_22 tlx_692_a_h_22 SoC _F993A0B5-FD11-42EA-B574-643F2470F7F2 _ABAC52C3-A707-4A9C-8616-BBCBA42117CB
PowerElectronicsConnection BatteryUnit DER_692_a_22 DER_692_a_22 tlx_692_a_h_22 s1 _F993A0B5-FD11-42EA-B574-643F2470F7F2 _ABAC52C3-A707-4A9C-8616-BBCBA42117CB
PowerElectronicsConnection BatteryUnit DER_692_a_22 DER_692_a_22 tlx_692_a_h_22 s2 _F993A0B5-FD11-42EA-B574-643F2470F7F2 _ABAC52C3-A707-4A9C-8616-BBCBA42117CB
PowerElectronicsConnection BatteryUnit DER_692_a_23 DER_692_a_23 tlx_692_a_h_23 SoC _58451CD0-C8E9-4051-B83B-1CB0C1DA8BAF _C12B7ECB-C1CD-4EE1-B93B-DC86F4403BA4
PowerElectronicsConnection BatteryUnit DER_692_a_23 DER_692_a_23 tlx_692_a_h_23 s1 _58451CD0-C8E9-4051-B83B-1CB0C1DA8BAF _C12B7ECB-C1CD-4EE1-B93B-DC86F4403BA4
PowerElectronicsConnection BatteryUnit DER_692_a_23 DER_692_a_23 tlx_692_a_h_23 s2 _58451CD0-C8E9-4051-B83B-1CB0C1DA8BAF _C12B7ECB-C1CD-4EE1-B93B-DC86F4403BA4
PowerElectronicsConnection BatteryUnit DER_692_a_24 DER_692_a_24 tlx_692_a_h_24 SoC _E2FACA05-A882-40B7-8A22-C681B34FC265 _7CE05E4E-587C-451F-9F7E-4F69F4A1664F
PowerElectronicsConnection BatteryUnit DER_692_a_24 DER_692_a_24 tlx_692_a_h_24 s1 _E2FACA05-A882-40B7-8A22-C681B34FC265 _7CE05E4E-587C-451F-9F7E-4F69F4A1664F
PowerElectronicsConnection BatteryUnit DER_692_a_24 DER_692_a_24 tlx_692_a_h_24 s2 _E2FACA05-A882-40B7-8A22-C681B34FC265 _7CE05E4E-587C-451F-9F7E-4F69F4A1664F
PowerElectronicsConnection BatteryUnit DER_692_a_25 DER_692_a_25 tlx_692_a_h_25 SoC _B9B628AA-8DF1-4146-A88B-5A8192A7509B _E77E0662-ACCF-4B9F-8FC8-5EE586068621
PowerElectronicsConnection BatteryUnit DER_692_a_25 DER_692_a_25 tlx_692_a_h_25 s1 _B9B628AA-8DF1-4146-A88B-5A8192A7509B _E77E0662-ACCF-4B9F-8FC8-5EE586068621
PowerElectronicsConnection BatteryUnit DER_692_a_25 DER_692_a_25 tlx_692_a_h_25 s2 _B9B628AA-8DF1-4146-A88B-5A8192A7509B _E77E0662-ACCF-4B9F-8FC8-5EE586068621
PowerElectronicsConnection BatteryUnit DER_692_a_26 DER_692_a_26 tlx_692_a_h_26 SoC _DF2636D7-2E8E-4252-9A98-809BE01EB625 _91EA4981-9F02-4E3E-9E89-0C8C742470F0
PowerElectronicsConnection BatteryUnit DER_692_a_26 DER_692_a_26 tlx_692_a_h_26 s1 _DF2636D7-2E8E-4252-9A98-809BE01EB625 _91EA4981-9F02-4E3E-9E89-0C8C742470F0
PowerElectronicsConnection BatteryUnit DER_692_a_26 DER_692_a_26 tlx_692_a_h_26 s2 _DF2636D7-2E8E-4252-9A98-809BE01EB625 _91EA4981-9F02-4E3E-9E89-0C8C742470F0
PowerElectronicsConnection BatteryUnit DER_692_a_27 DER_692_a_27 tlx_692_a_h_27 SoC _28084A7B-01D6-413E-BF37-28DDAAFB7BC1 _765F8C0F-E46F-4BCC-B4D2-52FB90AFB04F
PowerElectronicsConnection BatteryUnit DER_692_a_27 DER_692_a_27 tlx_692_a_h_27 s1 _28084A7B-01D6-413E-BF37-28DDAAFB7BC1 _765F8C0F-E46F-4BCC-B4D2-52FB90AFB04F
PowerElectronicsConnection BatteryUnit DER_692_a_27 DER_692_a_27 tlx_692_a_h_27 s2 _28084A7B-01D6-413E-BF37-28DDAAFB7BC1 _765F8C0F-E46F-4BCC-B4D2-52FB90AFB04F
PowerElectronicsConnection BatteryUnit DER_692_a_28 DER_692_a_28 tlx_692_a_h_28 SoC _469BC0FB-86CA-47E9-8CC9-DEE78885FD1D _697D0045-F9A1-4BDF-BFA0-F82013B8B681
PowerElectronicsConnection BatteryUnit DER_692_a_28 DER_692_a_28 tlx_692_a_h_28 s1 _469BC0FB-86CA-47E9-8CC9-DEE78885FD1D _697D0045-F9A1-4BDF-BFA0-F82013B8B681
PowerElectronicsConnection BatteryUnit DER_692_a_28 DER_692_a_28 tlx_692_a_h_28 s2 _469BC0FB-86CA-47E9-8CC9-DEE78885FD1D _697D0045-F9A1-4BDF-BFA0-F82013B8B681
PowerElectronicsConnection BatteryUnit DER_692_a_29 DER_692_a_29 tlx_692_a_h_29 SoC _775AD693-6C5D-4697-8D7F-F228AC088299 _EC34FF0D-A515-40C6-AE9D-9B2A62B8937B
PowerElectronicsConnection BatteryUnit DER_692_a_29 DER_692_a_29 tlx_692_a_h_29 s1 _775AD693-6C5D-4697-8D7F-F228AC088299 _EC34FF0D-A515-40C6-AE9D-9B2A62B8937B
PowerElectronicsConnection BatteryUnit DER_692_a_29 DER_692_a_29 tlx_692_a_h_29 s2 _775AD693-6C5D-4697-8D7F-F228AC088299 _EC34FF0D-A515-40C6-AE9D-9B2A62B8937B
PowerElectronicsConnection BatteryUnit DER_692_a_3 DER_692_a_3 tlx_692_a_h_3 SoC _AC5BBD5F-E6BD-4F82-A5F5-499BB5267E3C _DF3DA6EE-9D3B-4A61-A49A-D62A3B9D07AF
PowerElectronicsConnection BatteryUnit DER_692_a_3 DER_692_a_3 tlx_692_a_h_3 s1 _AC5BBD5F-E6BD-4F82-A5F5-499BB5267E3C _DF3DA6EE-9D3B-4A61-A49A-D62A3B9D07AF
PowerElectronicsConnection BatteryUnit DER_692_a_3 DER_692_a_3 tlx_692_a_h_3 s2 _AC5BBD5F-E6BD-4F82-A5F5-499BB5267E3C _DF3DA6EE-9D3B-4A61-A49A-D62A3B9D07AF
PowerElectronicsConnection BatteryUnit DER_692_a_30 DER_692_a_30 tlx_692_a_h_30 SoC _28C1F880-6C96-434F-960D-410DE6A4D080 _3B1B5FED-5427-4D53-BEFE-DBCB4C6F9AFE
PowerElectronicsConnection BatteryUnit DER_692_a_30 DER_692_a_30 tlx_692_a_h_30 s1 _28C1F880-6C96-434F-960D-410DE6A4D080 _3B1B5FED-5427-4D53-BEFE-DBCB4C6F9AFE
PowerElectronicsConnection BatteryUnit DER_692_a_30 DER_692_a_30 tlx_692_a_h_30 s2 _28C1F880-6C96-434F-960D-410DE6A4D080 _3B1B5FED-5427-4D53-BEFE-DBCB4C6F9AFE
PowerElectronicsConnection BatteryUnit DER_692_a_31 DER_692_a_31 tlx_692_a_h_31 SoC _8D651DEE-4EFF-4549-9904-0D24B74123A7 _63266225-19B3-453B-B2CE-A6AC4140BDD4
PowerElectronicsConnection BatteryUnit DER_692_a_31 DER_692_a_31 tlx_692_a_h_31 s1 _8D651DEE-4EFF-4549-9904-0D24B74123A7 _63266225-19B3-453B-B2CE-A6AC4140BDD4
PowerElectronicsConnection BatteryUnit DER_692_a_31 DER_692_a_31 tlx_692_a_h_31 s2 _8D651DEE-4EFF-4549-9904-0D24B74123A7 _63266225-19B3-453B-B2CE-A6AC4140BDD4
PowerElectronicsConnection BatteryUnit DER_692_a_32 DER_692_a_32 tlx_692_a_h_32 SoC _CCECC745-6D5C-46BE-BDBF-602A25EBAFE9 _8EB98A06-577A-451D-8752-22AD118F7FFA
PowerElectronicsConnection BatteryUnit DER_692_a_32 DER_692_a_32 tlx_692_a_h_32 s1 _CCECC745-6D5C-46BE-BDBF-602A25EBAFE9 _8EB98A06-577A-451D-8752-22AD118F7FFA
